split,group_id,member_count,redundant_row_count,raw_variant_count,normalization_merged_variants,has_label_conflict,has_mixed_missing_labels,conflicting_label_columns,mixed_missing_label_columns,member_ids,representative_preview
train,9f09450298fc467d0e472dc027dd5eef5423fd15e61080ce35d96589db638e83,2,1,1,False,True,False,Kích cỡ|Giá cả|Dịch vụ,,62292|64988,ống quần rộng đóng gói sơ sài nhưng cũng ổn
train,b4cb88021dcb1f0edfb54e91faf4d5817b5b36fd42aa17f219c1c51a7e231363,2,1,1,False,True,False,Chất liệu|Kiểu dáng|Kích cỡ,,53760|68321,"như hình , nhưng ống quần hơi rộng và dài . rất ưng nên mọi người có thể mua thử nhé"
train,bb00489aedec481d42459fa4a6902a2b2ded6fee5ec68687a1b34d0665c93b2c,2,1,1,False,True,False,Kiểu dáng|Kích cỡ,,2578|77038,"chất liệu mềm mại và bền đẹp, ác vừa nhưng quần to"
train,c495565438fd864c76a73747a1f3a3dfba7709e5ec70558f7521c90ef916f90e,2,1,1,False,True,False,Chất liệu|Kích cỡ,,82015|86868,"vải hơi mỏng,mặc cũng tạm,tạm cho 5 sao"
train,f1e341cd05a7da368b7108ea21dc8d120b7075a5d3c624870201b2c398d8dc01,2,1,1,False,True,False,Chất liệu,,16503|34404,"hàng giống như mô tả, cao 1m6 thấy hơi ngắn, không hài lòng lắm, vải hơi mỏng"
train,f2998a98a2a8d77c92324577c8992d3fd59cc9499460fc30b709373057647a41,2,1,1,False,True,False,Kích cỡ,,46791|65038,bắp tay to . vải bình thường
train,f6d9e088b5f649ed43598e3601435027834ee41781d6df841db59877fce148d0,2,1,1,False,True,False,Kiểu dáng|Kích cỡ,,58064|82053,"giá tuyệt vời cho tiền bạc, quần jean baggy thời trang,"
train,b726335cffc2545c3851f5de0fd65f1d6d0fcb95cb60c35a40115619c744f551,13,12,1,False,False,True,,Dịch vụ,1411|12030|13657|17571|30536|35088|37319|47494|56767|58295|61182|67362|77651,"Đặt size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện."
train,dedc92c2e2c10ca58a892f6448bf0143ebb1b653511009fb163ef654759ddd0a,25,24,1,False,False,False,,,1040|1172|2346|6674|12496|21902|22597|24812|26103|27967|28366|35847|37483|42041|45995|47098|49082|50691|51769|63217|72410|75050|81582|83210|88857,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón..."
train,58133ea37df52e8ab5d4f1b1c6aa909628dbc2283c9a00fc19bcc703847c2e35,16,15,1,False,False,False,,,961|1900|2627|10203|12866|14729|20514|22057|26826|28925|35277|38455|40514|41397|51569|83385,Mình mua set đồ này mặc lên người cực kỳ vừa vặn. Săn được đợt sale nên mua được giá rẻ bất ngờ vô cùng hời. Tuy nhiên khâu đóng gói của shop chỉ ở mức bình ...
train,c401515acf2e7d89d3eed6ca393309830840205ffe511acaec287d5f905190cd,12,11,1,False,False,False,,,66|3276|18003|23817|32518|33494|40842|49745|56965|58549|78084|78497,Quần bị chật phần eo không ních vào nổi. Giá cả thì đắt đỏ lố bịch so với thị trường. Được cái shop nhắn tin hỗ trợ đổi size rất nhiệt tình và nhanh chóng.
train,95f9d397264821572caca681741c3004049613e130a48ca613d0be5f3323bf6d,9,8,1,False,False,False,,,771|16547|26202|29934|48524|51411|56900|76241|88758,"Mình cao 1m6 nặng 50kg mặc size M vừa y xì luôn, không phải bóp lại. Canh sale nên mua được giá cực kỳ rẻ, nhưng shop gói hàng sơ sài quá, hộp móp hết trơn."
train,3cfc0addbdc8cd55e4a7f6698487455b499e6fc39aabb97b23df9a36fdc8e9e0,7,6,1,False,False,False,,,1486|5810|18147|57694|60439|63450|76222,"Chất vải nỉ sờ vào bình thường, không quá dày dặn. Được cái quần may rất chuẩn, mình mặc vừa in không cần sửa. Tuy nhiên mức giá này thực sự hơi chát, cộng t..."
train,f108e8dacde567bc1c0a3efa085a501e9394ceb6a54bdae68801d6b9be1b3b62,4,3,1,False,False,False,,,12082|17711|60160|78236,"Chất lượng sản phẩm tuyệt vời, đóng gói đẹp và chắc chắn."
train,6f871a689c2934a6b0b72ab6984d7c856fd205b015753ccf4d6fe6e9e9274bcd,3,2,1,False,False,False,,,6827|34604|66541,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó..."
train,84620b4b7c1a7903f44ba51285cf3b0d39f00f343525054382bee3ffeabe9061,3,2,1,False,False,False,,,2253|38464|66610,"sản phẩm tốt, giá hạt dẻ, ủng hộ cửa hàng lần sau khi có nhu cầu, like"
train,e3001bf231a973a3bf9472860cb4938a1b4042273466334ea6300d708d4ee2cd,3,2,1,False,False,False,,,8023|56973|64441,"Mình mua set đồ này mặc lên người cực kỳ vừa vặn. Săn được đúng đợt flash sale nên mua được với giá rẻ bất ngờ, vô cùng hời. Tuy nhiên khâu đóng gói của shop..."
train,0fcf03adfbe6f3246a5037a7ad3e29ea5e24e6e6d762c86114fe351b655d537a,2,1,1,False,False,False,,,3107|43361,hàng không đúng mẫu và bị lỗi
train,0ff19d0f6fb76d2ff66e111eb8385879924e97d707993a8ee85b8c4034064311,2,1,1,False,False,False,,,16200|71588,đầm đẹp nhma rộng quá phải ôm xíu thì tuyệt vời
train,1267b6bf1ba2efbe8e30d91e5ad453be361b647fd34ba0cd328a4d14b72c78ca,2,1,1,False,False,False,,,843|34332,shipper thân thiện 10 điểm đồ đẹp y hình
train,1337d1dbe4e194193b8bbda3c77d67549eb1c5508495818241d89f666322e22a,2,1,1,False,False,False,,,12842|83563,"tại mình hơi cao nên đầm nhìn ngắn, nhưng mà đẹp nha"
train,2874b9d4d6e0d92d88b9c154a6e5e1424a4a63ade0bff8b87045f5b4442e6467,2,1,1,False,False,False,,,12291|79375,"Vì không có nhiều túi bên trong nên việc sắp xếp đồ đạc khá khó khăn. Tôi mua cái này cho chuyến đi Châu Âu, nhưng khi về nhà thì phát hiện nó đã bị rách ở đ..."
train,36a88a1e22eb3556344a0dab92063dc4b8d29d5eda23a2cea366f365012264a9,2,1,1,False,False,False,,,30788|35836,"Mình cao 1m6 nặng 50kg mặc size M vừa y xì luôn. Canh sale nên mua được giá cực kỳ rẻ, nhưng shop gói hàng sơ sài quá, hộp móp hết trơn."
train,3c74b2ad2553fc2fdbab849f425703cb738ff9fb523115fb6b4fff7fda0a1ae8,2,1,1,False,False,False,,,30304|59086,tệ quá ngắn và đặt size s nhưng lại quá rộng
train,42003a64f552c8165939e4a3f7ed21373ae477ecfc55e45330415254194b1575,2,1,1,False,False,False,,,2802|75468,"Chất lượng sản phẩm tốt, đóng gói cẩn thận và giao hàng nhanh chóng."
train,48db67658e306c82739b5fce8bfb69e09d161a2ab7c32464f79aa65caa6c24c9,2,1,1,False,False,False,,,1927|12565,"hồng phấn, nhạt hơn màu trong hình, chất vải dày dặn, không giống chất vải trong hình, chất trong hình mỏng hơn nhưng mặc thích hơn, mình có 1 cái mua tương ..."
train,4e3227fb3897949b85bd1e878ae652e48f0d13ddaf47805392bd76a23de1f58b,2,1,1,False,False,False,,,44894|84292,hàng đẹp 65kg mặc vẫn vừa nhe . tui sợ hụt hẫng nhưng không . rất đẹp nên mua nha đáng đồng tiền
train,6a7f1cc88a2d48fc5cb112a82d25d001f201d18fc7d561183e0daab4376fc36a,2,1,1,False,False,False,,,9156|16964,"Sản phẩm tuyệt vời, đúng với mô tả. Giao hàng nhanh chóng, shipper thân thiện và dễ mến."
train,7b47c068bfc171d3509071ebb76b34dd2424f16bac49b0d4bdc6901374237768,2,1,1,False,False,False,,,26934|76531,cửa hàng giao hàng nhanh đúng mẫu
train,8e716ca1e9da03d6304eae34a1217d5915223093ca769c0e33e233af5dbc83a5,2,1,1,False,False,False,,,30275|73860,"vải mềm mịn và thoải mái,"
train,8f095acf811b7110ee50d319e83d7cf7bca80369144dc4e013fc8433ea3c4926,2,1,1,False,False,False,,,67275|69743,"kết cấu gân thời trang, váy body con tôn dáng, thiết kế tay ngắn đa năng,"
train,a3cf02206375b3dd8fe96610b0a5f59f290e5c874b5bab1f02c088100c3eb1f5,2,1,1,False,False,False,,,37171|78709,quần không giống như trong ảnh . thất vọng
train,b6f7047770df08e64efd7d6b66a776bc85ae2bde261a544b143d8ef3b16d366b,2,1,1,False,False,False,,,39625|40402,"Áo nỉ này bị quá to, tay áo rộng thùng thình và đường may vai bị trễ xuống cánh tay, mặc lên không tôn dáng chút nào. Mình mua làm quà Giáng sinh nên giờ thấ..."
train,d25b4fa4c11bbc1f0e2a60244ecbf1010e23bb9ade67309f7112c22e615d7f53,2,1,1,False,False,False,,,50832|80656,"Phải nói là sản phẩm quá đỉnh, cả người bán lẫn người giao hàng đều rất tâm huyết trong công việc."
train,d3eb34f07f42627b87dd67bb1086cf935a9f31c31b85b5588fd18ae015e0e757,2,1,1,False,False,False,,,23219|46407,"sản phẩm không giống như ảnh, vải không giống"
train,d793c7d7c4c86c2cbff14326a135be4c1ad0d9b62b0367e7f81b367ad149d696,2,1,1,False,False,False,,,4775|34888,Cửa hàng đóng gói sản phẩm rất cẩn thận và giao hàng nhanh chóng. Tôi chắc chắn sẽ tiếp tục ủng hộ.
train,db00452c0a279b96bddc0cc4294ad7eee43de5e6dfeff09e07feb037460d7e84,2,1,1,False,False,False,,,15437|30952,Quần bị chật phần eo không ních vào nổi. Giá cả thì đắt đỏ lố bịch so với thị trường. Được cái shop nhắn tin hỗ trợ đổi size rất nhiệt tình.
train,e3d71bbd993bd245b27182f8748d65471714e67945aa46460aeea950d5ec236b,2,1,1,False,False,False,,,24672|46858,vải mềm. giao hàng nhanh đúng màu
train,e449ae25042698e1d8dbf2af3c43850f3768bcbbb2dfb448a3e585854ad5bd08,2,1,1,False,False,False,,,17757|62711,"Đặt size L mà mặc vừa vặn, không rộng cũng không chật. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện."
train,e8b1fdd634c8b2b2665a53957d8a7b091d8d964faba2be7d70a88d180d04d350,2,1,1,False,False,False,,,28933|61326,Quần bị chật phần eo không ních vào nổi. Giá cả thì đắt đỏ lố bịch. Được cái shop nhắn tin hỗ trợ đổi size rất nhiệt tình và nhanh chóng.
train,edeac78e40255b382d0b5a1cb96026982f3446ea53f8c3f647c63b2e64b9ac79,2,1,1,False,False,False,,,392|33037,"Sản phẩm chất lượng tốt, đóng gói cẩn thận, giao hàng nhanh."
train,f20ade82bbd75a7c1f4c4634f8dbfef5579a22e4eb3e59d07270fd2a1fc74512,2,1,1,False,False,False,,,45485|70818,"vải dày dặn, màu hồng nhạt hơn so với hình nhưng đẹp. hàng rẻ nhưng chất lượng so với giá tiền."
train,fd921a284183e3a440550b8c3bc4ac804d29d74dc5a416420c8fd9e4cca42e30,2,1,1,False,False,False,,,40434|86001,"áo đúng như hình, đẹp ạ kiểu rất dễ thương ạ. cửa hàng giao hàng nhanh lắm ạ."
